"Dist Code","Year","State Code","State Name","Dist Name","JANUARY PERCIPITATION (Millimeters)","FEBRUARY PERCIPITATION (Millimeters)","MARCH PERCIPITATION (Millimeters)","APRIL PERCIPITATION (Millimeters)","MAY PERCIPITATION (Millimeters)","JUNE PERCIPITATION (Millimeters)","JULY PERCIPITATION (Millimeters)","AUGUST PERCIPITATION (Millimeters)","SEPTEMBER PERCIPITATION (Millimeters)","OCTOBER PERCIPITATION (Millimeters)","NOVEMBER PERCIPITATION (Millimeters)","DECEMBER PERCIPITATION (Millimeters)"
"716","1965","8","Orissa","Jagatsinghapur","10.03","13.87","27.22","23.61","24.89","97.63","362.37","307.47","254.38","150.08","0.31","5.34"
"716","1966","8","Orissa","Jagatsinghapur","119.36","83.96","59.05","46.11","38.02","103.9","224.55","238.73","238.73","238.73","238.73","182.48"
"716","1967","8","Orissa","Jagatsinghapur","52.66","0.22","46.44","39.5","12.36","202.07","358.4","313.74","286.26","54.71","2.51","4.11"
"716","1968","8","Orissa","Jagatsinghapur","22.92","43.45","34.27","5.83","8.95","304.88","337.54","179.96","280.96","492.7","124.7","0.0"
"716","1969","8","Orissa","Jagatsinghapur","2.83","0.23","21.11","8.25","53.29","103.31","365.61","377.28","236.31","101.21","112.8","3.14"
"716","1970","8","Orissa","Jagatsinghapur","132.26","99.52","72.43","53.46","42.73","238.73","238.73","238.73","238.6","238.73","188.69","140.59"
"716","1971","8","Orissa","Jagatsinghapur","101.22","80.67","57.52","45.2","37.41","238.73","238.73","238.73","238.73","238.73","186.64","139.74"
"716","1972","8","Orissa","Jagatsinghapur","99.41","70.76","52.6","42.19","35.36","30.48","118.0","238.73","238.73","236.25","179.86","129.19"
"716","1973","8","Orissa","Jagatsinghapur","86.49","60.19","46.77","38.45","32.73","28.53","230.62","238.73","238.73","238.73","208.81","179.85"
"716","1974","8","Orissa","Jagatsinghapur","0.12","0.18","79.64","4.95","40.27","123.23","226.57","372.19","249.61","304.99","43.3","0.0"
"716","1975","8","Orissa","Jagatsinghapur","2.0","18.96","14.11","8.48","27.98","285.69","233.28","386.09","226.26","255.1","83.44","0.0"
"716","1976","8","Orissa","Jagatsinghapur","0.0","13.38","15.93","20.04","66.79","97.68","349.09","589.61","142.59","97.13","99.08","0.14"
"716","1977","8","Orissa","Jagatsinghapur","1.12","9.68","0.0","24.91","103.11","190.54","386.63","367.58","289.79","112.1","136.47","5.98"
"716","1978","8","Orissa","Jagatsinghapur","2.55","10.14","38.18","20.96","71.7","108.1","308.19","249.92","263.99","243.24","29.87","49.82"
"716","1979","8","Orissa","Jagatsinghapur","2.55","36.57","2.37","44.43","26.4","118.92","247.46","214.09","193.02","106.97","9.3","10.76"
"716","1980","8","Orissa","Jagatsinghapur","28.69","48.2","27.01","15.02","58.01","333.97","337.86","297.94","335.79","171.76","3.72","11.13"
"716","1981","8","Orissa","Jagatsinghapur","11.46","20.91","53.59","35.47","137.73","133.16","244.27","289.19","386.84","22.92","0.43","30.72"
"716","1982","8","Orissa","Jagatsinghapur","0.01","48.55","46.86","15.09","26.13","196.0","178.07","433.64","210.35","56.12","47.99","0.1"
"716","1983","8","Orissa","Jagatsinghapur","4.21","103.12","25.04","24.67","91.13","146.48","226.36","478.3","257.35","212.42","6.74","12.8"
"716","1984","8","Orissa","Jagatsinghapur","13.02","14.34","0.0","15.88","32.86","268.83","351.61","555.6","198.84","93.83","0.74","0.56"
"716","1985","8","Orissa","Jagatsinghapur","13.29","38.14","3.47","11.02","34.47","158.01","256.84","416.92","296.62","336.16","2.93","0.0"
"716","1986","8","Orissa","Jagatsinghapur","35.63","14.45","4.67","37.24","80.31","287.06","400.51","332.92","297.69","218.24","349.5","14.91"
"716","1987","8","Orissa","Jagatsinghapur","4.45","0.78","5.29","20.94","54.36","76.26","275.95","321.24","119.22","143.57","111.16","5.14"
"716","1988","8","Orissa","Jagatsinghapur","0.0","20.54","17.64","25.07","79.13","172.72","395.65","197.68","322.16","123.48","47.36","0.1"
"716","1989","8","Orissa","Jagatsinghapur","0.13","1.4","5.66","4.2","160.85","288.42","427.14","341.83","236.41","94.59","0.06","0.54"
"716","1990","8","Orissa","Jagatsinghapur","0.0","50.13","74.08","41.67","99.42","210.41","338.45","373.32","195.33","154.46","61.71","1.92"
"716","1991","8","Orissa","Jagatsinghapur","60.77","6.01","17.19","13.54","19.21","154.55","486.82","359.99","181.64","151.63","130.43","8.54"
"716","1992","8","Orissa","Jagatsinghapur","14.13","38.64","0.0","6.07","181.58","172.04","356.33","353.76","234.63","184.96","9.21","0.0"
"716","1993","8","Orissa","Jagatsinghapur","4.18","4.54","12.49","48.75","50.61","270.84","287.1","434.69","231.23","133.75","26.6","0.0"
"716","1994","8","Orissa","Jagatsinghapur","2.31","41.16","2.25","33.7","29.35","162.42","267.26","449.51","246.81","155.53","12.9","0.0"
"716","1995","8","Orissa","Jagatsinghapur","26.56","21.96","18.95","4.77","64.16","95.27","225.78","204.97","319.2","400.19","293.44","0.09"
"716","1996","8","Orissa","Jagatsinghapur","33.15","7.25","1.39","23.45","29.52","175.98","176.41","217.54","81.38","147.6","15.38","0.16"
"716","1997","8","Orissa","Jagatsinghapur","41.01","9.56","37.69","70.36","29.54","163.9","268.31","657.76","319.79","45.53","30.79","37.63"
"716","1998","8","Orissa","Jagatsinghapur","17.87","44.61","61.13","55.45","45.58","214.84","308.81","260.37","320.52","388.62","176.44","0.0"
"716","1999","8","Orissa","Jagatsinghapur","0.0","0.0","0.47","0.4","173.73","212.54","255.34","413.74","277.89","238.77","28.3","0.0"
"716","2000","8","Orissa","Jagatsinghapur","1.53","23.2","1.01","9.27","80.06","234.02","245.31","129.97","99.6","81.32","9.3","0.0"
"716","2001","8","Orissa","Jagatsinghapur","0.0","0.55","32.93","9.05","100.53","416.31","173.39","350.54","187.1","190.76","97.0","0.08"
"716","2002","8","Orissa","Jagatsinghapur","45.26","0.01","7.62","11.03","120.35","203.16","355.85","403.51","236.22","96.04","70.45","0.0"
"716","2003","8","Orissa","Jagatsinghapur","0.61","23.32","32.7","3.77","24.18","308.72","299.81","396.64","264.28","547.62","24.96","24.46"
"716","2004","8","Orissa","Jagatsinghapur","6.8","3.6","1.99","61.32","44.65","141.73","182.0","285.63","242.73","284.78","0.04","0.0"
"716","2005","8","Orissa","Jagatsinghapur","14.31","0.2","47.82","26.91","82.01","157.85","269.11","290.39","534.63","318.95","0.39","0.01"
"716","2006","8","Orissa","Jagatsinghapur","0.0","0.0","17.49","17.82","100.15","244.79","373.12","652.12","372.46","121.01","17.93","0.0"
"716","2007","8","Orissa","Jagatsinghapur","0.0","81.21","1.5","27.31","79.43","179.79","230.62","426.76","530.45","109.01","33.86","0.02"
"716","2008","8","Orissa","Jagatsinghapur","34.06","44.18","5.63","35.6","120.3","423.97","221.39","361.92","521.27","54.76","7.38","0.0"
"716","2009","8","Orissa","Jagatsinghapur","0.0","0.0","2.42","0.0","98.36","93.44","413.22","365.62","227.41","140.82","54.76","0.0"
"716","2010","8","Orissa","Jagatsinghapur","4.76","1.51","3.89","0.8","220.58","234.47","243.6","300.42","320.94","211.23","74.36","40.88"
"716","2011","8","Orissa","Jagatsinghapur","0.0","44.15","3.26","22.14","149.04","239.32","328.1","456.24","333.25","33.61","0.0","0.0"
"716","2012","8","Orissa","Jagatsinghapur","36.24","1.31","0.0","65.91","24.11","199.46","403.97","246.59","174.68","85.47","214.51","2.75"
"716","2013","8","Orissa","Jagatsinghapur","2.1","3.89","0.29","37.24","69.61","299.5","273.13","183.57","319.09","354.63","1.51","0.0"
"716","2014","8","Orissa","Jagatsinghapur","0.06","34.56","52.28","55.55","188.05","109.77","369.35","237.74","382.98","151.8","0.01","0.1"
"716","2015","8","Orissa","Jagatsinghapur","17.17","19.83","23.02","78.67","43.56","106.54","261.52","296.51","138.98","87.23","74.45","9.17"
"716","2016","8","Orissa","Jagatsinghapur","4.0","55.81","12.08","10.45","123.62","246.93","239.76","346.41","239.32","116.3","78.37","0.0"
"716","2017","8","Orissa","Jagatsinghapur","0.0","0.0","47.72","24.17","49.26","141.43","379.17","327.36","270.96","297.68","92.76","29.53"
"716","2018","8","Orissa","Jagatsinghapur","0.0","0.0","1.51","35.23","181.61","228.72","505.24","329.65","350.28","194.0","4.81","8.47"
"716","2019","8","Orissa","Jagatsinghapur","1.64","13.83","8.19","13.57","110.33","115.68","342.88","483.3","366.99","301.63","66.04","11.19"
"716","2020","8","Orissa","Jagatsinghapur","39.92","49.63","30.2","50.76","183.59","152.68","213.81","628.13","259.94","283.3","5.47","0.0"
"716","2021","8","Orissa","Jagatsinghapur","5.24","0.0","0.78","7.03","305.9","210.16","243.97","254.38","347.53","130.45","63.99","48.29"
"716","2022","8","Orissa","Jagatsinghapur","28.04","7.73","0.26","1.0","25.94","92.88","268.98","530.21","253.91","174.3","0.8","1.73"
"716","2023","8","Orissa","Jagatsinghapur","7.8","2.25","33.53","31.34","25.71","163.47","225.04","347.28","376.2","89.03","15.84","6.92"
"717","1958","8","Orissa","Jajapur","30.26","51.89","9.6","19.44","17.99","121.45","372.35","272.71","287.26","253.3","103.28","0.11"
"717","1959","8","Orissa","Jajapur","23.06","10.71","4.35","54.51","118.73","169.86","294.52","328.81","246.97","351.6","0.0","5.8"
"717","1960","8","Orissa","Jajapur","0.11","0.0","31.3","5.01","48.84","199.68","476.4","312.97","213.07","138.88","3.26","5.59"
"717","1961","8","Orissa","Jajapur","47.4","71.22","2.02","3.79","122.72","224.13","312.93","433.74","428.36","160.36","0.23","0.23"
"717","1962","8","Orissa","Jajapur","87.65","60.12","45.24","36.55","30.78","79.31","212.93","212.93","212.93","212.93","162.32","119.32"
"717","1963","8","Orissa","Jajapur","0.07","0.2","17.33","60.91","134.46","183.68","261.68","346.74","317.12","315.18","12.47","0.0"
"717","1964","8","Orissa","Jajapur","0.86","22.78","8.47","56.02","103.1","102.81","513.35","344.44","247.23","131.78","18.38","0.01"
"717","1965","8","Orissa","Jajapur","10.95","17.13","32.72","44.11","35.58","121.53","386.14","317.77","267.52","138.66","0.14","4.65"
"717","1966","8","Orissa","Jajapur","112.2","77.9","53.8","41.75","34.3","111.38","212.93","212.93","212.93","212.06","210.21","160.88"
"717","1967","8","Orissa","Jajapur","60.08","0.3","55.07","77.58","19.67","209.95","389.29","316.89","290.55","59.01","1.37","3.16"
"717","1968","8","Orissa","Jajapur","25.44","43.93","37.18","10.21","12.66","330.32","380.27","212.24","273.5","415.06","76.96","0.09"
"717","1969","8","Orissa","Jajapur","4.69","0.73","24.89","21.28","66.84","108.27","384.92","388.99","259.23","94.64","68.88","2.69"
"717","1970","8","Orissa","Jajapur","103.56","76.98","56.35","43.13","35.18","212.93","212.93","212.93","212.93","212.93","164.78","122.06"
"717","1971","8","Orissa","Jajapur","90.2","72.32","51.3","40.44","33.47","212.93","212.93","212.93","212.93","212.93","166.53","124.14"
"717","1972","8","Orissa","Jajapur","87.81","63.42","46.92","37.6","31.5","27.18","133.97","212.93","212.93","209.22","157.58","112.93"
"717","1973","8","Orissa","Jajapur","74.51","52.41","40.95","33.77","28.82","25.18","212.93","212.93","212.93","212.93","178.22","158.78"
"717","1974","8","Orissa","Jajapur","0.31","0.12","99.46","10.61","57.01","123.61","268.67","356.58","270.0","281.2","25.42","0.04"
"717","1975","8","Orissa","Jajapur","4.14","19.64","18.28","15.57","35.73","281.1","283.32","371.16","228.57","229.37","55.87","0.0"
"717","1976","8","Orissa","Jajapur","0.01","16.57","18.87","34.62","89.21","102.7","382.44","562.25","164.0","81.66","55.99","0.01"
"717","1977","8","Orissa","Jajapur","2.33","14.23","0.24","47.95","134.57","220.84","443.25","355.59","293.42","99.96","82.72","10.94"
"717","1978","8","Orissa","Jajapur","1.06","15.16","49.5","41.66","93.44","119.87","332.08","248.28","323.3","229.3","20.93","51.65"
"717","1979","8","Orissa","Jajapur","1.06","33.8","3.68","79.57","29.27","124.57","283.03","230.42","199.45","99.37","4.15","15.6"
"717","1980","8","Orissa","Jajapur","38.52","55.4","38.28","29.32","76.3","336.02","368.37","291.51","337.7","153.79","0.9","12.21"
"717","1981","8","Orissa","Jajapur","15.29","27.62","65.39","73.38","183.3","136.26","289.95","280.25","385.33","17.09","0.05","37.5"
"717","1982","8","Orissa","Jajapur","0.44","52.78","64.25","30.24","37.97","206.44","177.72","439.34","209.39","34.3","36.08","0.24"
"717","1983","8","Orissa","Jajapur","5.61","103.77","32.32","51.29","123.5","149.61","250.07","465.23","272.55","203.08","3.87","14.64"
"717","1984","8","Orissa","Jajapur","19.12","12.66","0.0","33.04","41.44","300.48","375.99","554.06","198.04","91.81","0.69","0.76"
"717","1985","8","Orissa","Jajapur","16.25","37.41","4.84","22.26","46.32","165.26","281.9","389.8","300.5","300.29","2.17","0.0"
"717","1986","8","Orissa","Jajapur","41.46","14.33","5.31","69.28","103.88","290.57","440.37","314.01","329.03","206.75","218.55","16.02"
"717","1987","8","Orissa","Jajapur","5.09","1.42","7.35","42.59","66.22","87.12","319.12","337.61","137.89","125.87","69.16","6.26"
"717","1988","8","Orissa","Jajapur","0.34","25.79","28.79","46.03","97.94","216.13","418.31","215.6","316.95","111.54","41.35","0.26"
"717","1989","8","Orissa","Jajapur","0.46","1.98","5.34","8.22","195.26","294.64","448.46","323.68","257.64","105.67","1.44","2.24"
"717","1990","8","Orissa","Jajapur","0.02","51.52","87.19","78.46","129.12","232.07","408.12","340.62","216.12","158.7","41.3","1.37"
"717","1991","8","Orissa","Jajapur","71.96","8.08","21.58","26.11","25.57","172.15","514.17","362.45","192.95","146.19","76.2","13.29"
"717","1992","8","Orissa","Jajapur","16.43","45.2","0.0","10.61","211.11","184.61","379.11","327.98","237.31","157.61","3.68","0.0"
"717","1993","8","Orissa","Jajapur","7.07","6.21","18.95","86.92","66.65","269.78","319.07","411.4","253.15","129.32","21.29","0.0"
"717","1994","8","Orissa","Jajapur","5.02","43.92","3.8","66.43","41.48","182.78","298.74","428.53","238.09","138.48","8.51","0.0"
"717","1995","8","Orissa","Jajapur","31.34","26.43","23.32","8.69","84.0","100.7","264.01","208.71","350.28","336.08","187.01","0.11"
"717","1996","8","Orissa","Jajapur","36.12","8.44","2.36","44.51","36.02","189.24","198.03","230.55","92.39","140.09","7.95","0.04"
"717","1997","8","Orissa","Jajapur","47.36","11.35","44.8","129.88","47.13","161.69","311.14","630.67","325.77","43.85","23.69","40.79"
"717","1998","8","Orissa","Jajapur","24.01","50.03","74.99","96.04","63.13","212.73","329.67","253.97","321.37","354.25","120.74","0.0"
"717","1999","8","Orissa","Jajapur","0.0","0.36","0.82","1.06","212.08","220.53","294.46","421.84","314.74","228.76","19.49","0.0"
"717","2000","8","Orissa","Jajapur","2.47","24.08","1.79","23.12","102.29","228.62","258.56","129.65","118.5","77.28","7.07","0.0"
"717","2001","8","Orissa","Jajapur","0.0","0.84","55.81","17.61","126.77","434.85","228.48","340.74","185.13","177.62","59.03","0.04"
"717","2002","8","Orissa","Jajapur","53.25","0.55","9.71","20.98","147.73","211.34","389.49","399.87","250.65","90.46","51.99","0.0"
"717","2003","8","Orissa","Jajapur","0.38","23.77","39.72","9.56","33.35","319.56","322.14","374.63","272.37","489.92","19.03","26.89"
"717","2004","8","Orissa","Jajapur","8.01","3.62","3.83","112.69","53.67","151.54","198.81","298.1","252.82","269.33","0.02","0.0"
"717","2005","8","Orissa","Jajapur","18.59","0.19","60.21","52.24","103.68","166.84","294.43","294.58","520.43","275.03","0.18","0.47"
"717","2006","8","Orissa","Jajapur","0.0","0.0","23.01","32.88","134.55","249.25","417.43","629.33","385.62","110.14","12.02","0.0"
"717","2007","8","Orissa","Jajapur","0.0","86.72","4.19","49.6","102.04","188.72","279.22","423.42","537.96","96.54","20.89","0.04"
"717","2008","8","Orissa","Jajapur","41.88","43.9","8.24","66.67","150.73","450.61","245.57","355.66","510.71","55.29","4.33","0.0"
"717","2009","8","Orissa","Jajapur","0.34","0.0","4.62","0.0","128.61","95.43","443.91","352.8","249.98","123.19","41.31","0.18"
"717","2010","8","Orissa","Jajapur","5.29","2.54","4.86","2.27","267.27","241.97","265.06","291.18","337.49","184.1","44.39","44.44"
"717","2011","8","Orissa","Jajapur","0.0","43.89","5.06","43.91","180.8","314.48","348.22","446.14","347.74","35.38","0.0","0.0"
"717","2012","8","Orissa","Jajapur","45.95","2.14","0.0","119.59","31.28","204.93","432.07","254.26","193.54","82.47","133.01","4.84"
"717","2013","8","Orissa","Jajapur","3.27","5.46","1.44","68.49","90.62","306.88","299.68","218.89","333.37","309.85","0.88","0.0"
"717","2014","8","Orissa","Jajapur","2.88","49.12","60.96","95.84","231.54","120.96","398.8","237.95","391.49","132.59","0.0","0.13"
"717","2015","8","Orissa","Jajapur","19.85","22.41","29.18","146.51","56.19","122.92","316.74","299.51","149.39","82.11","43.56","9.87"
"717","2016","8","Orissa","Jajapur","5.23","61.18","14.58","18.52","149.3","242.47","272.19","373.13","246.65","109.25","57.77","0.0"
"717","2017","8","Orissa","Jajapur","1.45","0.08","60.71","42.73","59.26","150.36","440.11","324.94","264.67","275.17","60.61","30.04"
"717","2018","8","Orissa","Jajapur","0.01","0.84","2.04","68.31","205.17","240.22","519.94","315.33","342.71","160.9","4.13","8.92"
"717","2019","8","Orissa","Jajapur","2.48","23.35","23.89","32.76","170.07","125.89","287.22","466.76","417.47","349.01","28.62","16.28"
"717","2020","8","Orissa","Jajapur","76.14","86.52","29.46","131.77","105.0","190.34","259.79","500.5","239.26","226.61","1.98","0.0"
"717","2021","8","Orissa","Jajapur","3.35","0.19","1.33","16.15","334.7","197.42","206.03","234.3","390.46","128.35","40.28","64.54"
"717","2022","8","Orissa","Jajapur","73.61","15.1","1.09","10.37","44.98","102.33","259.39","416.34","214.21","187.81","1.91","0.87"
"717","2023","8","Orissa","Jajapur","6.32","2.96","38.07","52.86","36.47","165.64","258.76","273.38","365.01","113.45","6.36","7.75"
"718","1958","8","Orissa","Kendrapara","24.4","53.17","9.25","14.31","16.07","118.0","321.99","276.95","280.54","269.39","134.65","0.1"
"718","1959","8","Orissa","Kendrapara","20.38","11.81","5.26","36.0","100.8","168.74","256.99","343.06","255.93","390.48","0.0","5.63"
"718","1960","8","Orissa","Kendrapara","0.04","0.0","31.42","2.94","42.99","186.99","417.49","322.22","214.17","153.1","5.42","5.43"
"718","1961","8","Orissa","Kendrapara","38.45","73.05","2.4","2.98","100.02","214.76","265.76","443.27","415.87","171.16","0.32","0.07"
"718","1962","8","Orissa","Kendrapara","97.39","67.51","50.64","40.81","34.3","79.42","222.33","230.65","234.82","234.82","180.95","133.35"
"718","1963","8","Orissa","Kendrapara","0.0","0.08","16.26","40.94","108.34","181.37","228.96","351.05","314.47","337.95","14.57","0.05"
"718","1964","8","Orissa","Kendrapara","0.81","23.47","9.31","39.03","84.21","98.09","445.81","347.17","243.13","151.75","25.57","0.1"
"718","1965","8","Orissa","Kendrapara","8.94","18.36","33.55","29.01","29.07","124.58","330.04","334.49","271.75","155.48","0.2","5.13"
"718","1966","8","Orissa","Kendrapara","116.88","82.53","58.07","45.35","37.38","109.5","211.76","234.82","234.82","234.82","234.82","179.95"
"718","1967","8","Orissa","Kendrapara","51.52","0.46","52.76","50.59","17.11","199.3","332.07","326.67","293.71","68.83","1.85","2.73"
"718","1968","8","Orissa","Kendrapara","20.45","46.14","38.87","7.26","10.92","325.4","336.07","224.37","268.79","449.69","107.24","0.0"
"718","1969","8","Orissa","Kendrapara","4.35","0.63","27.56","15.73","52.68","105.76","328.44","407.03","268.96","103.84","90.09","2.68"
"718","1970","8","Orissa","Kendrapara","126.46","96.43","72.15","53.05","42.32","234.82","234.82","234.82","234.82","234.82","186.82","139.42"
"718","1971","8","Orissa","Kendrapara","103.79","83.88","58.66","45.69","37.61","234.82","234.82","234.82","234.82","234.82","188.76","142.51"
"718","1972","8","Orissa","Kendrapara","102.75","75.36","54.64","43.28","35.99","30.88","104.08","234.82","234.82","231.03","175.3","126.92"
"718","1973","8","Orissa","Kendrapara","86.12","59.67","46.28","38.0","32.32","28.16","212.61","234.82","234.82","234.82","207.26","183.8"
"718","1974","8","Orissa","Kendrapara","0.25","0.03","100.63","7.45","49.31","120.03","239.53","373.65","270.93","309.0","33.33","0.02"
"718","1975","8","Orissa","Kendrapara","3.41","21.38","16.43","10.3","31.0","268.1","251.19","379.75","226.67","253.84","75.55","0.0"
"718","1976","8","Orissa","Kendrapara","0.0","21.62","18.32","24.21","76.12","102.33","332.9","572.05","158.4","90.01","73.94","0.04"
"718","1977","8","Orissa","Kendrapara","1.59","16.99","0.14","32.09","108.2","214.78","384.18","362.36","285.2","107.7","108.57","11.81"
"718","1978","8","Orissa","Kendrapara","0.98","11.72","48.48","26.62","79.97","112.38","290.76","259.63","332.3","245.68","29.21","50.11"
"718","1979","8","Orissa","Kendrapara","0.98","35.18","3.74","52.24","23.94","122.27","248.68","243.3","198.69","110.34","3.89","16.24"
"718","1980","8","Orissa","Kendrapara","29.95","61.54","40.49","18.51","63.84","322.14","321.65","302.57","329.97","170.63","1.18","11.59"
"718","1981","8","Orissa","Kendrapara","13.44","32.16","67.86","52.14","149.66","132.7","254.94","292.4","380.67","18.94","0.17","39.42"
"718","1982","8","Orissa","Kendrapara","0.19","54.61","58.71","21.02","27.41","196.22","157.28","446.99","207.71","36.25","44.48","0.14"
"718","1983","8","Orissa","Kendrapara","6.51","109.68","33.89","32.52","102.34","145.31","213.17","483.4","266.72","224.37","5.44","13.97"
"718","1984","8","Orissa","Kendrapara","18.22","12.13","0.0","22.28","37.76","297.86","328.25","567.91","197.86","101.23","0.7","0.86"
"718","1985","8","Orissa","Kendrapara","13.79","38.46","5.43","15.21","39.51","163.61","245.25","404.52","298.95","316.72","3.21","0.0"
"718","1986","8","Orissa","Kendrapara","34.27","13.45","5.37","45.91","86.19","279.9","384.12","315.71","350.73","226.47","304.68","15.22"
"718","1987","8","Orissa","Kendrapara","4.2","1.37","7.84","30.0","55.24","89.19","283.85","361.06","134.38","137.27","90.14","6.24"
"718","1988","8","Orissa","Kendrapara","0.13","28.06","25.95","30.89","83.07","215.33","360.18","224.39","311.54","122.3","64.84","0.1"
"718","1989","8","Orissa","Kendrapara","0.3","2.48","4.89","6.0","159.83","280.18","386.82","326.7","252.04","127.05","0.2","1.23"
"718","1990","8","Orissa","Kendrapara","0.0","55.21","89.14","51.01","108.85","216.63","356.18","348.4","215.9","163.57","60.93","1.89"
"718","1991","8","Orissa","Kendrapara","59.11","10.23","21.8","17.45","21.59","169.07","442.3","367.92","196.41","163.75","99.25","13.39"
"718","1992","8","Orissa","Kendrapara","14.32","49.49","0.0","7.04","175.69","181.79","335.52","341.25","236.55","170.06","4.45","0.0"
"718","1993","8","Orissa","Kendrapara","6.56","8.56","22.13","59.92","56.4","269.55","278.46","428.87","254.41","141.09","27.26","0.0"
"718","1994","8","Orissa","Kendrapara","3.82","47.16","4.73","43.6","35.31","172.16","257.49","441.98","238.39","146.99","11.94","0.0"
"718","1995","8","Orissa","Kendrapara","25.75","30.3","22.05","5.91","69.44","105.21","231.34","222.06","348.32","363.94","259.57","0.1"
"718","1996","8","Orissa","Kendrapara","30.16","9.42","2.62","30.26","31.03","182.34","170.87","245.83","95.5","163.24","11.21","0.02"
"718","1997","8","Orissa","Kendrapara","40.29","13.63","46.41","86.26","37.13","159.2","277.84","644.79","331.2","48.47","26.44","39.85"
"718","1998","8","Orissa","Kendrapara","22.13","54.3","79.9","64.96","49.11","205.12","290.21","263.79","319.27","380.25","166.19","0.0"
"718","1999","8","Orissa","Kendrapara","0.0","0.04","0.93","0.9","173.12","211.55","258.72","432.16","320.8","253.79","26.59","0.02"
"718","2000","8","Orissa","Kendrapara","2.47","26.4","2.39","16.46","87.52","221.7","237.87","143.58","125.18","92.86","9.82","0.0"
"718","2001","8","Orissa","Kendrapara","0.0","1.09","51.78","11.83","108.21","422.39","174.68","348.64","187.18","196.36","80.95","0.0"
"718","2002","8","Orissa","Kendrapara","45.14","0.07","9.55","15.23","124.17","211.58","348.49","415.64","251.56","95.76","77.39","0.0"
"718","2003","8","Orissa","Kendrapara","0.11","24.36","39.26","6.5","30.17","314.91","284.53","386.26","265.97","537.5","28.55","27.58"
"718","2004","8","Orissa","Kendrapara","6.02","3.61","4.64","76.36","45.2","149.18","173.53","300.9","281.22","300.24","0.0","0.0"
"718","2005","8","Orissa","Kendrapara","15.65","0.0","60.8","36.54","84.92","162.6","259.04","300.64","516.0","312.61","0.0","0.06"
"718","2006","8","Orissa","Kendrapara","0.0","0.0","19.64","20.95","104.22","238.27","367.25","643.35","395.48","127.25","16.49","0.0"
"718","2007","8","Orissa","Kendrapara","0.0","88.16","3.62","33.91","86.87","183.69","251.06","439.43","540.48","109.3","29.36","0.0"
"718","2008","8","Orissa","Kendrapara","34.87","46.45","6.65","45.42","123.11","433.31","215.64","366.38","517.04","66.37","5.83","0.0"
"718","2009","8","Orissa","Kendrapara","0.03","0.0","5.44","0.0","106.56","93.68","388.91","368.93","250.21","133.36","58.71","0.01"
"718","2010","8","Orissa","Kendrapara","4.25","3.1","5.01","1.69","223.22","237.96","231.19","303.13","335.49","202.9","58.63","44.21"
"718","2011","8","Orissa","Kendrapara","0.0","46.63","5.8","28.32","150.11","262.85","304.52","464.11","343.12","33.92","0.0","0.0"
"718","2012","8","Orissa","Kendrapara","38.04","2.63","0.0","81.75","26.72","197.09","370.6","252.09","194.59","94.88","176.01","5.83"
"718","2013","8","Orissa","Kendrapara","3.02","5.35","0.76","44.7","75.5","298.24","263.48","229.32","330.95","311.32","1.1","0.0"
"718","2014","8","Orissa","Kendrapara","0.29","40.73","58.36","63.76","186.04","119.02","350.17","244.8","383.33","142.45","0.0","0.16"
"718","2015","8","Orissa","Kendrapara","16.01","24.07","28.99","96.36","42.87","119.94","285.78","309.76","153.32","90.87","58.07","9.67"
"718","2016","8","Orissa","Kendrapara","4.0","64.71","14.58","12.58","124.78","233.15","237.44","396.94","240.95","120.34","81.41","0.0"
"718","2017","8","Orissa","Kendrapara","0.04","0.29","62.9","28.87","50.37","147.25","387.67","342.59","265.49","312.11","83.43","30.78"
"718","2018","8","Orissa","Kendrapara","0.02","0.58","2.25","47.93","171.28","235.76","454.28","324.45","335.25","177.09","6.0","8.98"
"718","2019","8","Orissa","Kendrapara","1.64","20.74","21.15","17.86","98.55","129.96","289.5","449.27","358.17","307.97","95.52","15.06"
"718","2020","8","Orissa","Kendrapara","53.41","60.3","30.41","96.86","179.57","166.67","200.33","535.17","262.86","277.45","4.44","0.0"
"718","2021","8","Orissa","Kendrapara","2.84","0.0","1.16","8.78","334.06","218.18","191.61","243.45","350.08","133.6","53.85","53.6"
"718","2022","8","Orissa","Kendrapara","30.23","13.44","0.45","2.61","32.26","86.62","217.62","461.11","244.05","170.34","0.61","1.61"
"718","2023","8","Orissa","Kendrapara","7.02","4.02","36.96","33.65","24.19","98.93","213.68","353.31","331.39","109.01","12.79","6.81"
"719","1958","8","Orissa","Angul","27.25","45.24","14.04","20.94","9.16","120.71","453.45","266.03","282.65","173.44","40.94","0.0"
"719","1959","8","Orissa","Angul","19.43","14.04","0.9","24.93","50.06","176.06","349.14","285.39","192.06","180.0","0.0","2.6"
"719","1960","8","Orissa","Angul","0.4","0.0","32.43","4.72","25.29","212.54","466.52","317.72","181.67","83.05","0.46","2.99"
"719","1961","8","Orissa","Angul","41.78","84.93","6.32","2.12","56.55","230.35","354.09","415.15","377.09","113.42","2.44","0.66"
"719","1962","8","Orissa","Angul","158.9","123.45","86.38","64.16","51.49","79.37","293.03","293.03","293.03","293.03","241.21","196.89"
"719","1963","8","Orissa","Angul","0.27","0.8","21.3","43.36","70.62","165.4","279.28","351.95","271.47","211.29","3.02","0.0"
